0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0
0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,9.0,8.0,0.0,4.0,0.0,3.0,0.0,1.0,9.0,0.0,1.0
1.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,11.0,1.0,1.0,5.0,4.0,1.0,0.0,5.0,4.0,0.0
1.0,1.0,2.0,9.0,2.0,0.0,2.0,7.0,0.0,1.0,11.0,21.0,3.0,2.0,1.0,3.0,0.0,1.0,15.0,4.0,0.0
0.0,2.0,2.0,6.0,4.0,0.0,10.0,6.0,0.0,2.0,17.0,19.0,3.0,2.0,9.0,8.0,1.0,2.0,15.0,9.0,2.0
1.0,7.0,1.0,11.0,3.0,0.0,5.0,13.0,1.0,13.0,23.0,35.0,3.0,5.0,9.0,17.0,9.0,0.0,18.0,9.0,3.0
3.0,5.0,3.0,12.0,5.0,0.0,4.0,16.0,1.0,8.0,57.0,44.0,1.0,6.0,13.0,23.0,10.0,2.0,27.0,6.0,10.0
3.0,6.0,4.0,14.0,8.0,0.0,8.0,9.0,0.0,10.0,30.0,68.0,7.0,8.0,15.0,24.0,7.0,4.0,31.0,4.0,5.0
2.0,6.0,2.0,18.0,11.0,0.0,6.0,6.0,3.0,4.0,23.0,88.0,10.0,12.0,9.0,10.0,8.0,2.0,34.0,9.0,7.0
2.0,8.0,1.0,13.0,13.0,0.0,7.0,7.0,5.0,4.0,21.0,57.0,13.0,13.0,12.0,7.0,14.0,10.0,34.0,19.0,2.0
6.0,10.0,1.0,21.0,20.0,0.0,18.0,3.0,5.0,1.0,51.0,125.0,15.0,23.0,16.0,4.0,11.0,12.0,72.0,19.0,6.0
11.0,16.0,5.0,15.0,16.0,0.0,33.0,14.0,17.0,2.0,105.0,194.0,24.0,19.0,18.0,3.0,14.0,14.0,158.0,43.0,13.0
7.0,37.0,12.0,18.0,18.0,0.0,35.0,19.0,15.0,2.0,133.0,177.0,36.0,28.0,29.0,9.0,26.0,25.0,183.0,77.0,18.0
8.0,41.0,8.0,17.0,19.0,0.0,40.0,28.0,28.0,5.0,156.0,145.0,38.0,47.0,27.0,9.0,38.0,18.0,250.0,60.0,13.0
11.0,50.0,13.0,26.0,18.0,0.0,37.0,19.0,27.0,7.0,134.0,139.0,30.0,25.0,18.0,2.0,23.0,21.0,145.0,50.0,11.0
8.0,42.0,12.0,8.0,17.0,0.0,26.0,14.0,14.0,5.0,126.0,122.0,23.0,20.0,23.0,11.0,13.0,22.0,131.0,40.0,8.0
4.0,26.0,6.0,8.0,19.0,0.0,15.0,20.0,11.0,5.0,86.0,132.0,23.0,21.0,30.0,8.0,20.0,29.0,112.0,28.0,12.0
6.0,20.0,2.0,7.0,10.0,0.0,17.0,17.0,15.0,1.0,72.0,117.0,18.0,25.0,32.0,6.0,4.0,16.0,99.0,16.0,8.0
7.0,10.0,3.0,4.0,10.0,0.0,15.0,14.0,9.0,4.0,50.0,94.0,21.0,18.0,19.0,5.0,5.0,8.0,97.0,20.0,10.0
5.0,10.0,1.0,6.0,5.0,0.0,24.0,4.0,9.0,1.0,45.0,98.0,17.0,16.0,15.0,2.0,13.0,13.0,79.0,26.0,8.0
3.0,13.0,3.0,6.0,9.0,0.0,10.0,8.0,4.0,8.0,25.0,94.0,24.0,15.0,9.0,4.0,4.0,9.0,58.0,19.0,3.0
0.0,7.0,1.0,6.0,2.0,0.0,6.0,2.0,2.0,3.0,19.0,53.0,16.0,23.0,3.0,2.0,7.0,5.0,46.0,12.0,1.0
1.0,8.0,2.0,0.0,4.0,0.0,9.0,3.0,1.0,4.0,9.0,33.0,5.0,7.0,2.0,5.0,3.0,4.0,20.0,8.0,1.0
2.0,3.0,1.0,2.0,0.0,0.0,4.0,2.0,3.0,2.0,6.0,25.0,6.0,1.0,5.0,2.0,1.0,1.0,17.0,6.0,0.0
0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,13.0,6.0,4.0,1.0,2.0,0.0,4.0,13.0,2.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,9.0,1.0,0.0,7.0,4.0,4.0,2.0,11.0,4.0,1.0
0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,2.0,2.0,0.0,15.0,3.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0
0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,26.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0
0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,29.0,1.0,2.0,3.0,2.0,5.0,1.0,4.0,0.0,0.0
0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,57.0,1.0,8.0,2.0,3.0,2.0,1.0,8.0,1.0,0.0
0.0,37.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,10.0,6.0,65.0,2.0,7.0,0.0,7.0,16.0,3.0,16.0,0.0,2.0
0.0,58.0,0.0,2.0,1.0,0.0,3.0,4.0,1.0,12.0,18.0,118.0,6.0,8.0,7.0,14.0,24.0,17.0,46.0,11.0,1.0
2.0,62.0,1.0,7.0,5.0,0.0,6.0,1.0,3.0,12.0,29.0,195.0,12.0,16.0,21.0,32.0,22.0,35.0,56.0,14.0,1.0
3.0,73.0,4.0,37.0,8.0,0.0,7.0,5.0,7.0,55.0,74.0,378.0,24.0,34.0,46.0,59.0,41.0,36.0,115.0,36.0,7.0
6.0,72.0,6.0,28.0,16.0,0.0,21.0,12.0,11.0,78.0,90.0,420.0,39.0,46.0,53.0,89.0,77.0,65.0,154.0,34.0,17.0
11.0,40.0,4.0,19.0,21.0,0.0,11.0,9.0,9.0,56.0,64.0,259.0,23.0,34.0,43.0,66.0,65.0,35.0,111.0,28.0,12.0
9.0,33.0,5.0,14.0,32.0,0.0,13.0,16.0,19.0,27.0,82.0,163.0,13.0,16.0,26.0,43.0,60.0,18.0,123.0,18.0,9.0
5.0,17.0,7.0,16.0,15.0,0.0,17.0,10.0,20.0,18.0,77.0,138.0,15.0,20.0,17.0,32.0,54.0,20.0,85.0,21.0,10.0
9.0,15.0,4.0,21.0,15.0,0.0,24.0,11.0,20.0,10.0,80.0,142.0,30.0,16.0,20.0,17.0,37.0,23.0,108.0,23.0,13.0
8.0,8.0,7.0,31.0,22.0,0.0,27.0,21.0,24.0,15.0,110.0,130.0,30.0,18.0,22.0,9.0,43.0,23.0,137.0,44.0,14.0
11.0,4.0,19.0,33.0,26.0,0.0,39.0,31.0,19.0,8.0,123.0,127.0,31.0,12.0,28.0,18.0,34.0,25.0,182.0,34.0,33.0
18.0,9.0,16.0,23.0,41.0,0.0,19.0,45.0,11.0,17.0,159.0,150.0,37.0,9.0,17.0,17.0,35.0,10.0,191.0,38.0,30.0
17.0,7.0,7.0,19.0,55.0,0.0,30.0,68.0,11.0,2.0,152.0,140.0,35.0,17.0,33.0,23.0,24.0,20.0,209.0,30.0,25.0
6.0,6.0,4.0,13.0,36.0,0.0,23.0,32.0,17.0,5.0,101.0,105.0,21.0,18.0,44.0,12.0,12.0,11.0,175.0,29.0,23.0
2.0,4.0,11.0,10.0,15.0,0.0,14.0,24.0,10.0,6.0,53.0,84.0,9.0,3.0,19.0,15.0,15.0,7.0,139.0,14.0,16.0
6.0,7.0,3.0,11.0,20.0,0.0,15.0,9.0,6.0,4.0,48.0,58.0,11.0,2.0,15.0,11.0,20.0,4.0,89.0,15.0,15.0
2.0,3.0,4.0,5.0,8.0,0.0,10.0,14.0,5.0,9.0,23.0,65.0,7.0,7.0,13.0,8.0,6.0,7.0,70.0,17.0,12.0
3.0,4.0,2.0,6.0,12.0,0.0,12.0,10.0,1.0,6.0,29.0,40.0,14.0,7.0,13.0,1.0,5.0,7.0,61.0,6.0,6.0
