Region,MAE,RMSE,MAPE (%),Peak intensity error,Peak week error,Onset week error
0,9.17,12.8,118.18,-7.73,1,
1,97.71,143.94,141.49,-256.27,-4,
2,56.12,89.99,240.16,-244.66,1,
3,322.1,488.84,101.56,-1547.78,1,
4,499.91,730.11,94.33,-1527.21,-3,1.0
5,92.72,141.9,112.13,-247.83,1,
6,48.21,69.65,120.4,-174.31,1,
7,31.83,53.98,101.18,-152.06,1,
8,31.07,50.58,98.23,-112.99,-4,
9,587.76,808.05,67.5,-2052.68,1,
10,212.77,324.66,161.04,-805.31,-3,
11,26.64,32.61,190.64,-66.97,1,
12,51.02,83.35,279.05,-234.9,1,
13,30.22,45.47,107.46,-66.97,1,
14,299.05,445.38,483.75,-1138.21,-4,
15,199.71,309.69,280.0,-749.15,0,
16,58.28,88.81,205.08,-225.97,-5,
17,124.03,186.75,219.57,-445.98,0,
18,91.14,125.71,61.47,-223.76,1,
19,181.41,276.7,130.57,-699.16,1,
20,119.69,190.85,208.49,-531.43,1,
21,24.23,36.58,172.95,-90.18,1,
22,221.55,322.07,315.77,-679.38,0,
23,125.6,186.89,70.27,-336.05,1,
24,156.94,241.71,398.59,-630.98,0,
25,49.13,79.46,66.26,-220.6,1,
26,23.78,37.54,55.86,-102.44,1,
27,273.08,436.45,70.87,-1301.45,0,
28,10.48,15.58,86.76,-44.89,1,
29,38.33,62.39,119.69,-145.26,1,
30,24.88,36.05,101.9,-79.02,-1,
31,212.71,320.34,146.03,-828.63,-4,
32,33.27,42.55,262.84,-39.45,1,
33,33.51,45.65,169.01,-49.81,1,
34,428.95,596.53,239.05,-1187.32,-3,1.0
35,468.78,771.5,443.65,-2218.18,0,
36,74.15,125.63,202.23,-307.44,1,
37,72.47,97.22,186.44,-66.91,-5,
38,707.0,1044.0,88.27,-2692.99,0,4.0
39,27.43,42.3,80.02,-114.25,1,
40,155.91,261.04,116.85,-796.33,1,
41,14.45,26.85,133.65,-83.5,1,
42,132.44,199.36,203.81,-286.34,-4,
43,456.61,709.85,501.62,-2078.67,1,1.0
44,58.45,85.51,82.59,-228.58,1,
45,156.03,244.09,95.22,-660.0,1,
46,10.57,16.96,71.76,-44.6,1,
47,78.59,112.24,392.6,-225.71,-5,
48,132.72,210.01,203.39,-532.3,0,
49,67.88,108.17,89.55,-280.77,0,
50,16.56,24.54,88.13,-31.82,1,
