Region,MAE,RMSE,MAPE (%),Peak intensity error,Peak week error,Onset week error
0,10.62,16.38,52.61,-11.71,2,
1,206.6,309.39,109.33,-501.68,-2,
2,102.7,162.0,235.33,-452.63,-3,
3,712.51,1176.97,128.13,-2479.73,-4,
4,958.55,1520.63,61.01,-2770.28,-2,
5,182.85,287.79,117.5,-533.01,2,
6,72.25,119.08,105.86,-212.08,-3,
7,69.15,116.65,205.83,-198.59,-3,
8,69.81,116.12,115.1,-182.9,-3,
9,1407.42,2095.29,106.28,-3217.3,-5,
10,523.38,834.78,170.55,-1201.26,-6,
11,60.88,81.72,120.64,-108.56,-5,
12,101.8,173.97,441.49,-367.81,-2,
13,40.73,56.31,140.9,-123.57,2,
14,642.23,1028.62,278.69,-1799.99,-3,
15,404.15,720.8,198.97,-1005.01,-4,
16,105.32,180.8,183.8,-275.72,-4,
17,214.2,332.19,271.15,-489.41,-4,
18,181.91,262.73,67.54,-451.28,2,
19,379.33,656.34,141.51,-1122.21,-3,
20,269.25,463.1,214.14,-784.41,-3,
21,40.12,64.6,158.35,-136.43,-3,
22,419.14,699.17,143.5,-1067.34,-3,
23,295.01,460.13,286.57,-743.71,-1,
24,280.81,484.26,307.01,-732.95,-4,
25,95.69,157.11,107.75,-336.17,-2,
26,49.25,84.35,108.77,-134.63,-5,
27,685.3,1117.49,182.11,-1947.48,-5,
28,16.72,27.55,87.19,-61.64,-3,
29,79.02,135.18,159.52,-198.0,-2,
30,43.91,74.8,103.08,-106.96,-5,
31,453.3,731.29,118.9,-1242.12,-3,
32,38.82,54.64,173.21,-49.65,2,
33,31.05,45.92,105.68,-40.28,2,
34,897.8,1383.71,159.35,-2147.91,-4,
35,1162.29,1977.24,363.32,-3064.99,-4,
36,123.5,215.31,278.98,-555.01,-2,
37,86.59,130.14,89.77,-95.72,-3,
38,1706.72,2685.13,156.83,-3860.75,-6,
39,66.66,109.43,116.31,-169.94,-3,
40,393.89,667.18,190.85,-1144.35,12,
41,29.8,57.74,201.47,-145.04,-3,
42,247.49,363.71,186.66,-577.34,-3,
43,926.42,1556.92,274.18,-3231.04,-2,
44,141.77,214.27,135.26,-348.32,-3,
45,346.54,585.71,124.96,-930.23,-3,
46,18.94,32.56,156.73,-85.15,-3,
47,98.83,167.21,159.54,-241.06,-3,
48,297.56,521.63,163.37,-817.3,-3,
49,143.05,243.75,232.26,-395.01,-5,
50,32.12,46.11,150.36,-59.5,2,
