Region,MAE,RMSE,MAPE (%),Peak intensity error,Peak week error,Onset week error
0,10.44,18.26,60.53,37.81,13,
1,85.98,124.0,52.38,91.44,1,
2,65.48,109.18,106.2,-63.64,1,
3,307.61,540.28,82.92,206.2,2,
4,770.94,1552.97,118.85,1772.43,8,0.0
5,74.64,121.93,52.0,86.11,2,
6,46.97,69.43,84.83,9.77,1,
7,28.71,50.5,87.64,-46.55,1,
8,22.43,36.52,54.87,-10.3,1,
9,353.09,495.82,43.42,371.47,1,1.0
10,133.53,211.71,59.48,58.83,1,
11,19.74,30.24,49.35,13.0,2,
12,45.94,71.0,218.67,-34.32,1,
13,45.73,77.64,108.19,-23.97,13,
14,180.88,266.21,100.29,-49.1,1,2.0
15,166.73,268.91,97.03,-137.36,0,
16,49.37,75.63,103.16,-72.88,1,
17,111.72,169.67,98.0,-90.99,1,
18,77.77,101.61,42.89,-39.0,2,
19,125.98,217.2,61.73,-60.61,1,
20,85.82,135.62,72.51,-55.78,1,
21,24.0,38.12,169.27,-38.92,1,
22,183.52,348.54,77.4,-168.72,0,
23,116.77,185.6,110.55,194.77,3,
24,132.48,202.05,85.48,-170.13,1,
25,42.89,72.46,51.02,-45.65,2,
26,26.07,46.19,69.53,-51.4,1,
27,170.01,275.03,71.71,-105.43,0,
28,12.89,19.08,77.02,-8.51,1,
29,31.4,51.12,90.93,-5.79,1,
30,21.59,34.92,66.6,-25.44,-1,
31,127.03,192.0,61.93,75.33,0,
32,68.53,124.19,124.37,214.82,12,
33,147.65,312.87,233.39,742.02,12,
34,223.7,363.42,56.72,357.42,1,1.0
35,404.0,703.81,136.43,-877.12,0,2.0
36,197.84,419.01,357.78,651.55,8,
37,160.97,364.17,174.2,927.36,7,
38,447.57,827.64,62.36,-514.47,-1,1.0
39,17.13,27.76,65.57,-25.87,1,
40,96.34,161.65,70.98,-212.02,1,
41,14.75,27.24,122.61,-22.94,1,
42,123.88,181.07,64.27,26.44,1,
43,430.35,755.03,128.11,-332.68,1,1.0
44,42.24,73.37,50.59,4.8,2,
45,121.95,196.86,56.0,-50.41,1,
46,13.17,23.5,98.16,-16.92,1,
47,155.22,340.96,202.01,809.44,7,
48,80.46,139.88,81.51,-10.57,1,
49,73.6,136.49,120.55,-107.02,0,
50,14.41,20.44,73.88,-2.71,2,
