dataset,model,horizon,fold_season,ratio,c_u,c_o,scope,total_cost,under_cost,over_cost,service_level,n_weeks,n_regions
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2019/20,3:1,3,1,fold,9420.156051434304,1889.257008612738,7530.899042821565,0.8816738816738817,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2019/20,5:1,5,1,fold,12981.756505521562,2173.111006836928,10808.645498684633,0.9336219336219336,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2019/20,10:1,10,1,fold,17539.583445792166,2253.8145880244488,15285.768857767716,0.9595959595959596,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2021/22,2:1,2,1,fold,25634.98086298912,17993.865422519288,7641.11544046983,0.5281385281385281,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2021/22,3:1,3,1,fold,34479.755434797764,25725.634396850164,8754.121037947596,0.5772005772005772,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2021/22,5:1,5,1,fold,50314.00181849113,38868.17624277874,11445.825575712393,0.6551226551226551,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2021/22,10:1,10,1,fold,86103.67393992108,72367.77214873297,13735.901791188115,0.6810966810966811,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2022/23,2:1,2,1,fold,35617.3292923299,33590.053059079146,2027.27623325076,0.44155844155844154,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2022/23,3:1,3,1,fold,49484.13795977247,45920.50636278781,3563.63159698466,0.5007215007215007,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2022/23,5:1,5,1,fold,57881.91902451471,47452.56860931313,10429.350415201581,0.6608946608946609,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2022/23,10:1,10,1,fold,84847.56379907115,52466.59065014019,32380.973148930974,0.8253968253968254,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2023/24,2:1,2,1,fold,13038.107924731372,4698.948708219781,8339.15921651159,0.7835497835497836,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2023/24,3:1,3,1,fold,16275.223192332025,5172.209682174566,11103.01351015746,0.84992784992785,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2023/24,5:1,5,1,fold,23297.741497172676,4546.93946013219,18750.802037040485,0.9134199134199135,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2023/24,10:1,10,1,fold,39019.80630891116,2532.6454119291798,36487.16089698198,0.974025974025974,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2024/25,2:1,2,1,fold,14616.184723599526,8834.420723597403,5781.764000002122,0.6911976911976911,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2024/25,3:1,3,1,fold,17774.861551377206,9574.982420180078,8199.879131197125,0.772005772005772,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2024/25,5:1,5,1,fold,21137.84604843062,8711.693275763699,12426.152772666917,0.84992784992785,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2024/25,10:1,10,1,fold,25674.79427353035,8214.491207309846,17460.303066220506,0.9191919191919192,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,POOLED,2:1,2,1,pooled,107818.08828405332,71351.63816977984,36466.45011427349,0.6625781625781626,198,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,POOLED,3:1,3,1,pooled,142082.58426142085,93628.4225842352,48454.161677185664,0.7243867243867244,198,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,POOLED,5:1,5,1,pooled,184768.6515403922,108521.97100769175,76246.68053270044,0.8075998075998077,198,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,POOLED,10:1,10,1,pooled,279785.63802526286,147863.92224130768,131921.71578395524,0.873015873015873,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2018/19,2:1,2,1,fold,13138.292994118801,5573.566875086471,7564.72611903233,0.7142857142857143,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2018/19,3:1,3,1,fold,16429.10626772247,6071.444886818921,10357.661380903546,0.8095238095238095,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2018/19,5:1,5,1,fold,20065.858355957866,4170.370029986926,15895.488325970942,0.8888888888888888,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2018/19,10:1,10,1,fold,25892.064694417983,4016.8225184014755,21875.242176016505,0.9307359307359307,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2019/20,2:1,2,1,fold,8802.008681912972,1327.8823920522132,7474.126289860759,0.8528138528138528,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2019/20,3:1,3,1,fold,10918.322465443662,1411.2430793688854,9507.079386074776,0.9076479076479076,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2019/20,5:1,5,1,fold,14598.21276088003,1665.4072813691416,12932.805479510887,0.9321789321789322,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2019/20,10:1,10,1,fold,18751.694352108672,1967.9449203729234,16783.74943173575,0.961038961038961,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2021/22,2:1,2,1,fold,23817.044889845638,16882.153975591493,6934.890914254143,0.6075036075036075,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2021/22,3:1,3,1,fold,32161.210973488454,23455.659274829297,8705.551698659157,0.6594516594516594,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2021/22,5:1,5,1,fold,46659.627684102874,36102.596511035634,10557.031173067244,0.7128427128427128,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2021/22,10:1,10,1,fold,79652.17015597026,66892.77177149846,12759.398384471797,0.7734487734487735,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2022/23,2:1,2,1,fold,34015.382684341675,31294.003253894836,2721.379430446845,0.42568542568542567,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2022/23,3:1,3,1,fold,42590.22817815526,36819.33623253854,5770.8919456167205,0.5281385281385281,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2022/23,5:1,5,1,fold,49866.46242022567,34856.017789395184,15010.444630830485,0.6782106782106783,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2022/23,10:1,10,1,fold,72303.59627106017,37890.919910379016,34412.67636068117,0.810966810966811,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2023/24,2:1,2,1,fold,16911.87135697927,3682.504229681847,13229.367127297424,0.8571428571428571,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2023/24,3:1,3,1,fold,22316.14215536706,2953.7627393522002,19362.37941601486,0.9076479076479076,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2023/24,5:1,5,1,fold,30010.522554497526,1540.0963446881708,28470.426209809353,0.9581529581529582,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2023/24,10:1,10,1,fold,42913.10838260545,632.9300474523008,42280.17833515315,0.98989898989899,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2024/25,2:1,2,1,fold,18334.334352752703,13010.584215245994,5323.750137506708,0.6608946608946609,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2024/25,3:1,3,1,fold,23298.292375261673,16315.462941773685,6982.829433487987,0.7142857142857143,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2024/25,5:1,5,1,fold,27386.422625356827,17223.629481488377,10162.79314386845,0.784992784992785,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,2024/25,10:1,10,1,fold,37136.818810956844,22970.84519492261,14165.973616034233,0.8484848484848485,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,POOLED,2:1,2,1,pooled,115018.93495995106,71770.69494155285,43248.24001839821,0.6863876863876864,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,POOLED,3:1,3,1,pooled,147713.30241543858,87026.90915468153,60686.393260757046,0.7544492544492545,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,POOLED,5:1,5,1,pooled,188587.10640102078,95558.11743796343,93028.98896305736,0.8258778258778259,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,4,POOLED,10:1,10,1,pooled,276649.45266711945,134372.2343630268,142277.2183040926,0.8857623857623858,198,21
Sweden-CV-multihorizon,Persistence,4,2018/19,2:1,2,1,fold,14184.390253401889,7195.471604929415,6988.918648472472,0.7128427128427128,33,21
Sweden-CV-multihorizon,Persistence,4,2018/19,3:1,3,1,fold,17912.58273507021,5681.717961772501,12230.864773297706,0.7907647907647908,33,21
Sweden-CV-multihorizon,Persistence,4,2018/19,5:1,5,1,fold,22853.58607307892,4962.383108052683,17891.20296502624,0.8932178932178932,33,21
Sweden-CV-multihorizon,Persistence,4,2018/19,10:1,10,1,fold,34036.06888795137,3955.231299841847,30080.83758810952,0.9624819624819625,33,21
Sweden-CV-multihorizon,Persistence,4,2019/20,2:1,2,1,fold,9810.274730219973,4593.681908419367,5216.5928218006065,0.7157287157287158,33,21
Sweden-CV-multihorizon,Persistence,4,2019/20,3:1,3,1,fold,12113.388067767028,3401.7565494933233,8711.631518273703,0.8138528138528138,33,21
Sweden-CV-multihorizon,Persistence,4,2019/20,5:1,5,1,fold,16685.686089298462,1917.1771926497797,14768.508896648678,0.9336219336219336,33,21
Sweden-CV-multihorizon,Persistence,4,2019/20,10:1,10,1,fold,23884.708931389065,2162.7372116369465,21721.97171975212,0.9581529581529582,33,21
Sweden-CV-multihorizon,Persistence,4,2021/22,2:1,2,1,fold,26322.45576654236,17545.431827304572,8777.023939237788,0.6493506493506493,33,21
Sweden-CV-multihorizon,Persistence,4,2021/22,3:1,3,1,fold,34901.22275538933,23870.59644490961,11030.62631047972,0.7301587301587301,33,21
Sweden-CV-multihorizon,Persistence,4,2021/22,5:1,5,1,fold,50508.85470631602,35666.73952894904,14842.11517736698,0.7936507936507936,33,21
Sweden-CV-multihorizon,Persistence,4,2021/22,10:1,10,1,fold,84420.09303846332,65712.90120914379,18707.19182931954,0.834054834054834,33,21
Sweden-CV-multihorizon,Persistence,4,2022/23,2:1,2,1,fold,34360.2170486669,31766.113901518213,2594.103147148683,0.48917748917748916,33,21
Sweden-CV-multihorizon,Persistence,4,2022/23,3:1,3,1,fold,48150.27159552001,43870.245971320954,4280.0256241990555,0.5454545454545454,33,21
Sweden-CV-multihorizon,Persistence,4,2022/23,5:1,5,1,fold,60618.38951248185,49232.90103385898,11385.488478622876,0.683982683982684,33,21
Sweden-CV-multihorizon,Persistence,4,2022/23,10:1,10,1,fold,88631.86959702098,57754.045000101294,30877.824596919698,0.7950937950937951,33,21
Sweden-CV-multihorizon,Persistence,4,2023/24,2:1,2,1,fold,17860.228472117007,9863.960392401359,7996.268079715652,0.696969696969697,33,21
Sweden-CV-multihorizon,Persistence,4,2023/24,3:1,3,1,fold,23481.130547843626,10329.833425772036,13151.297122071588,0.7763347763347763,33,21
Sweden-CV-multihorizon,Persistence,4,2023/24,5:1,5,1,fold,32275.822609098526,7832.059025539269,24443.76358355926,0.8961038961038961,33,21
Sweden-CV-multihorizon,Persistence,4,2023/24,10:1,10,1,fold,51427.781380097476,2116.968498858657,49310.81288123882,0.9841269841269841,33,21
Sweden-CV-multihorizon,Persistence,4,2024/25,2:1,2,1,fold,25186.621013364154,20589.075291142144,4597.545722222008,0.5670995670995671,33,21
Sweden-CV-multihorizon,Persistence,4,2024/25,3:1,3,1,fold,33606.78445450656,27057.950158040752,6548.834296465806,0.6406926406926406,33,21
Sweden-CV-multihorizon,Persistence,4,2024/25,5:1,5,1,fold,46730.79712221589,32983.959928108496,13746.837194107396,0.7417027417027418,33,21
Sweden-CV-multihorizon,Persistence,4,2024/25,10:1,10,1,fold,70785.29019355342,45517.14339253051,25268.146801022907,0.8066378066378066,33,21
Sweden-CV-multihorizon,Persistence,4,POOLED,2:1,2,1,pooled,127724.18728431227,91553.73492571508,36170.45235859721,0.6385281385281385,198,21
Sweden-CV-multihorizon,Persistence,4,POOLED,3:1,3,1,pooled,170165.38015609677,114212.10051130917,55953.27964478757,0.7162097162097162,198,21
Sweden-CV-multihorizon,Persistence,4,POOLED,5:1,5,1,pooled,229673.13611248968,132595.21981715824,97077.91629533144,0.8237133237133237,198,21
Sweden-CV-multihorizon,Persistence,4,POOLED,10:1,10,1,pooled,353185.8120284757,177219.02661211303,175966.7854163626,0.89009139009139,198,21
Sweden-CV-multihorizon,SeasonalNaive,4,2018/19,2:1,2,1,fold,27952.621952361413,1148.5888565653804,26804.033095796036,0.8816738816738817,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2018/19,3:1,3,1,fold,33311.30663985266,1265.9125191684925,32045.39412068417,0.9206349206349206,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2018/19,5:1,5,1,fold,40516.61104023127,1125.7133626299928,39390.89767760127,0.9653679653679653,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2018/19,10:1,10,1,fold,47945.12264320708,1539.0594340733246,46406.06320913376,0.9754689754689755,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2019/20,2:1,2,1,fold,8199.315180847583,2896.994784011163,5302.32039683642,0.7821067821067821,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2019/20,3:1,3,1,fold,10684.61874914885,3169.819682810874,7514.799066337977,0.8455988455988456,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2019/20,5:1,5,1,fold,13785.293491221259,3717.222210224806,10068.071280996453,0.8874458874458875,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2019/20,10:1,10,1,fold,18975.104262685913,5206.546363936402,13768.55789874951,0.9321789321789322,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2021/22,2:1,2,1,fold,25434.70358155321,25169.85971804772,264.8438635054915,0.3593073593073593,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2021/22,3:1,3,1,fold,37423.405567324575,36909.756850061334,513.6487172632402,0.4025974025974026,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2021/22,5:1,5,1,fold,60449.389922252274,59422.646106575194,1026.7438156770834,0.44155844155844154,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2021/22,10:1,10,1,fold,113429.54659590118,111694.5468027854,1734.999793115795,0.5382395382395382,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2022/23,2:1,2,1,fold,61315.88888888888,33602.11111111111,27713.777777777774,0.46176046176046176,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2022/23,3:1,3,1,fold,76774.5,41563.5,35211.0,0.5093795093795094,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2022/23,5:1,5,1,fold,130986.83333333333,49509.16666666666,81477.66666666669,0.6637806637806638,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2022/23,10:1,10,1,fold,229292.81818181791,63386.36363636365,165906.45454545424,0.7647907647907648,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2023/24,2:1,2,1,fold,33539.36641807972,1644.05388529437,31895.312532785356,0.9062049062049062,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2023/24,3:1,3,1,fold,39822.93254993932,612.4351031904553,39210.497446748865,0.9595959595959596,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2023/24,5:1,5,1,fold,49089.97693556918,345.4669175665692,48744.51001800261,0.9826839826839827,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2023/24,10:1,10,1,fold,56966.36301649008,497.0955723396572,56469.26744415043,0.98989898989899,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2024/25,2:1,2,1,fold,32607.562743909977,27831.03105553902,4776.53168837096,0.5137085137085137,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2024/25,3:1,3,1,fold,44155.869795727755,38267.85969173433,5888.010103993421,0.5512265512265512,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2024/25,5:1,5,1,fold,65311.98358140883,57844.154731071,7467.828850337831,0.5901875901875901,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,2024/25,10:1,10,1,fold,107405.3341208109,96808.2612615821,10597.0728592288,0.6522366522366523,33,21
Sweden-CV-multihorizon,SeasonalNaive,4,POOLED,2:1,2,1,pooled,189049.4587656408,92292.63941056875,96756.81935507203,0.6507936507936508,198,21
Sweden-CV-multihorizon,SeasonalNaive,4,POOLED,3:1,3,1,pooled,242172.63330199316,121789.2838469655,120383.34945502767,0.6981721981721982,198,21
Sweden-CV-multihorizon,SeasonalNaive,4,POOLED,5:1,5,1,pooled,360140.08830401616,171964.3699947342,188175.71830928192,0.7551707551707552,198,21
Sweden-CV-multihorizon,SeasonalNaive,4,POOLED,10:1,10,1,pooled,574014.2888209131,279131.87307108054,294882.4157498325,0.8088023088023089,198,21
