dataset,model,horizon,fold_season,ratio,c_u,c_o,scope,total_cost,under_cost,over_cost,service_level,n_weeks,n_regions
Sweden-CV-multihorizon,MEx-EpiGNN-SE,2,POOLED,2:1,2,1,pooled,80223.88590536926,43203.77679626724,37020.10910910203,0.696007696007696,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,2,POOLED,3:1,3,1,pooled,101888.4423926778,55728.87462366253,46159.567769015266,0.7441077441077442,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,2,POOLED,5:1,5,1,pooled,130710.4801057232,68277.52300898601,62432.95709673717,0.8157768157768158,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,2,POOLED,10:1,10,1,pooled,196974.48876665736,106000.47059393028,90974.01817272711,0.8780663780663781,198,21
Sweden-CV-multihorizon,Persistence,2,2018/19,2:1,2,1,fold,9410.675073210292,5221.801679136625,4188.873394073666,0.7027417027417028,33,21
Sweden-CV-multihorizon,Persistence,2,2018/19,3:1,3,1,fold,12188.504085121027,5278.7746690172935,6909.7294161037335,0.7878787878787878,33,21
Sweden-CV-multihorizon,Persistence,2,2018/19,5:1,5,1,fold,15775.555007531399,5224.2655875184655,10551.289420012932,0.8672438672438673,33,21
Sweden-CV-multihorizon,Persistence,2,2018/19,10:1,10,1,fold,21108.70612838671,5390.157149617229,15718.548978769482,0.9206349206349206,33,21
Sweden-CV-multihorizon,Persistence,2,2019/20,2:1,2,1,fold,6437.6832981406205,3388.9726208029297,3048.7106773376913,0.7012987012987013,33,21
Sweden-CV-multihorizon,Persistence,2,2019/20,3:1,3,1,fold,7869.234600882915,3517.455400914873,4351.779199968043,0.7936507936507936,33,21
Sweden-CV-multihorizon,Persistence,2,2019/20,5:1,5,1,fold,9612.11860048363,2276.5869804029535,7335.531620080676,0.8787878787878788,33,21
Sweden-CV-multihorizon,Persistence,2,2019/20,10:1,10,1,fold,15081.346205100499,1559.5886202264523,13521.757584874047,0.9523809523809523,33,21
Sweden-CV-multihorizon,Persistence,2,2021/22,2:1,2,1,fold,18370.194699933934,11647.604212513368,6722.590487420566,0.6493506493506493,33,21
Sweden-CV-multihorizon,Persistence,2,2021/22,3:1,3,1,fold,23928.578982687082,16086.281418444243,7842.297564242841,0.7113997113997114,33,21
Sweden-CV-multihorizon,Persistence,2,2021/22,5:1,5,1,fold,33950.28047823183,23908.469687677556,10041.810790554275,0.7777777777777778,33,21
Sweden-CV-multihorizon,Persistence,2,2021/22,10:1,10,1,fold,55577.469812295196,42305.13972337984,13272.330088915358,0.847041847041847,33,21
Sweden-CV-multihorizon,Persistence,2,2022/23,2:1,2,1,fold,20788.78896955979,15960.953973858146,4827.834995701643,0.6161616161616161,33,21
Sweden-CV-multihorizon,Persistence,2,2022/23,3:1,3,1,fold,28288.754109938265,20660.184616026578,7628.569493911689,0.7243867243867244,33,21
Sweden-CV-multihorizon,Persistence,2,2022/23,5:1,5,1,fold,40878.710886361296,21344.22321151684,19534.487674844455,0.8196248196248196,33,21
Sweden-CV-multihorizon,Persistence,2,2022/23,10:1,10,1,fold,56730.063019632,25083.887356959505,31646.175662672496,0.8845598845598845,33,21
Sweden-CV-multihorizon,Persistence,2,2023/24,2:1,2,1,fold,11298.692286385043,7225.649993419667,4073.0422929653755,0.7027417027417028,33,21
Sweden-CV-multihorizon,Persistence,2,2023/24,3:1,3,1,fold,15146.164028887397,8168.414600801577,6977.74942808582,0.8037518037518038,33,21
Sweden-CV-multihorizon,Persistence,2,2023/24,5:1,5,1,fold,20480.689800007334,7926.13120065176,12554.558599355576,0.8831168831168831,33,21
Sweden-CV-multihorizon,Persistence,2,2023/24,10:1,10,1,fold,31886.31978503273,3329.6764602328994,28556.64332479983,0.961038961038961,33,21
Sweden-CV-multihorizon,Persistence,2,2024/25,2:1,2,1,fold,16213.959989905878,11547.323853762304,4666.636136143571,0.6305916305916306,33,21
Sweden-CV-multihorizon,Persistence,2,2024/25,3:1,3,1,fold,20559.157622093968,14099.914624406978,6459.242997686991,0.683982683982684,33,21
Sweden-CV-multihorizon,Persistence,2,2024/25,5:1,5,1,fold,25397.341228845125,16231.475666070763,9165.865562774363,0.7619047619047619,33,21
Sweden-CV-multihorizon,Persistence,2,2024/25,10:1,10,1,fold,32805.8646663083,15550.796620803947,17255.068045504355,0.873015873015873,33,21
Sweden-CV-multihorizon,Persistence,2,POOLED,2:1,2,1,pooled,82519.99431713557,54992.30633349305,27527.687983642514,0.6671476671476672,198,21
Sweden-CV-multihorizon,Persistence,2,POOLED,3:1,3,1,pooled,107980.39342961065,67811.02532961154,40169.36809999912,0.7508417508417509,198,21
Sweden-CV-multihorizon,Persistence,2,POOLED,5:1,5,1,pooled,146094.6960014606,76911.15233383834,69183.54366762227,0.8314093314093314,198,21
Sweden-CV-multihorizon,Persistence,2,POOLED,10:1,10,1,pooled,213189.76961675542,93219.24593121986,119970.52368553556,0.9064454064454065,198,21
Sweden-CV-multihorizon,SeasonalNaive,2,2018/19,2:1,2,1,fold,27952.621952361413,1148.5888565653804,26804.033095796036,0.8816738816738817,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2018/19,3:1,3,1,fold,33311.30663985266,1265.9125191684925,32045.39412068417,0.9206349206349206,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2018/19,5:1,5,1,fold,40516.61104023127,1125.7133626299928,39390.89767760127,0.9653679653679653,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2018/19,10:1,10,1,fold,47945.12264320708,1539.0594340733246,46406.06320913376,0.9754689754689755,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2019/20,2:1,2,1,fold,8199.315180847583,2896.994784011163,5302.32039683642,0.7821067821067821,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2019/20,3:1,3,1,fold,10684.61874914885,3169.819682810874,7514.799066337977,0.8455988455988456,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2019/20,5:1,5,1,fold,13785.293491221259,3717.222210224806,10068.071280996453,0.8874458874458875,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2019/20,10:1,10,1,fold,18975.104262685913,5206.546363936402,13768.55789874951,0.9321789321789322,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2021/22,2:1,2,1,fold,25434.70358155321,25169.85971804772,264.8438635054915,0.3593073593073593,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2021/22,3:1,3,1,fold,37423.405567324575,36909.756850061334,513.6487172632402,0.4025974025974026,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2021/22,5:1,5,1,fold,60449.389922252274,59422.646106575194,1026.7438156770834,0.44155844155844154,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2021/22,10:1,10,1,fold,113429.54659590118,111694.5468027854,1734.999793115795,0.5382395382395382,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2022/23,2:1,2,1,fold,61315.88888888888,33602.11111111111,27713.777777777774,0.46176046176046176,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2022/23,3:1,3,1,fold,76774.5,41563.5,35211.0,0.5093795093795094,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2022/23,5:1,5,1,fold,130986.83333333333,49509.16666666666,81477.66666666669,0.6637806637806638,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2022/23,10:1,10,1,fold,229292.81818181791,63386.36363636365,165906.45454545424,0.7647907647907648,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2023/24,2:1,2,1,fold,33539.36641807972,1644.05388529437,31895.312532785356,0.9062049062049062,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2023/24,3:1,3,1,fold,39822.93254993932,612.4351031904553,39210.497446748865,0.9595959595959596,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2023/24,5:1,5,1,fold,49089.97693556918,345.4669175665692,48744.51001800261,0.9826839826839827,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2023/24,10:1,10,1,fold,56966.36301649008,497.0955723396572,56469.26744415043,0.98989898989899,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2024/25,2:1,2,1,fold,32607.562743909977,27831.03105553902,4776.53168837096,0.5137085137085137,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2024/25,3:1,3,1,fold,44155.869795727755,38267.85969173433,5888.010103993421,0.5512265512265512,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2024/25,5:1,5,1,fold,65311.98358140883,57844.154731071,7467.828850337831,0.5901875901875901,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,2024/25,10:1,10,1,fold,107405.3341208109,96808.2612615821,10597.0728592288,0.6522366522366523,33,21
Sweden-CV-multihorizon,SeasonalNaive,2,POOLED,2:1,2,1,pooled,189049.4587656408,92292.63941056875,96756.81935507203,0.6507936507936508,198,21
Sweden-CV-multihorizon,SeasonalNaive,2,POOLED,3:1,3,1,pooled,242172.63330199316,121789.2838469655,120383.34945502767,0.6981721981721982,198,21
Sweden-CV-multihorizon,SeasonalNaive,2,POOLED,5:1,5,1,pooled,360140.08830401616,171964.3699947342,188175.71830928192,0.7551707551707552,198,21
Sweden-CV-multihorizon,SeasonalNaive,2,POOLED,10:1,10,1,pooled,574014.2888209131,279131.87307108054,294882.4157498325,0.8088023088023089,198,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2018/19,2:1,2,1,fold,10822.88085685855,4324.0775930219825,6498.803263836568,0.7215007215007215,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2018/19,3:1,3,1,fold,13958.643666174463,5198.3596693674845,8760.283996806978,0.7792207792207793,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2018/19,5:1,5,1,fold,18447.077118401266,6920.66531503389,11526.411803367377,0.8253968253968254,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2018/19,10:1,10,1,fold,25192.94108401273,10183.758267625304,15009.182816387427,0.8802308802308803,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2019/20,2:1,2,1,fold,6899.793263672098,1695.371514099322,5204.421749572775,0.7994227994227994,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2019/20,3:1,3,1,fold,9219.80984897837,1700.3288815924009,7519.480967385969,0.8787878787878788,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2019/20,5:1,5,1,fold,12063.402778773949,1890.5956309709538,10172.807147802996,0.9264069264069265,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2019/20,10:1,10,1,fold,17509.48166642608,2234.803277672853,15274.678388753224,0.961038961038961,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2021/22,2:1,2,1,fold,22590.078919242624,15694.12676064462,6895.952158598,0.5454545454545454,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2021/22,3:1,3,1,fold,30072.950994853592,22322.030578791375,7750.920416062217,0.5743145743145743,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2021/22,5:1,5,1,fold,43267.0388856916,33824.8706467977,9442.168238893897,0.6363636363636364,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2021/22,10:1,10,1,fold,72680.88333991995,60485.201516851856,12195.681823068084,0.6984126984126984,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2022/23,2:1,2,1,fold,30371.316618017987,27975.935468694144,2395.3811493238477,0.4935064935064935,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2022/23,3:1,3,1,fold,35350.90187852957,30475.51167189251,4875.390206637061,0.6118326118326118,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2022/23,5:1,5,1,fold,46119.46670263521,35899.14374329605,10220.322959339166,0.7417027417027418,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2022/23,10:1,10,1,fold,66480.98024711652,37244.36636001946,29236.613887097046,0.862914862914863,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2023/24,2:1,2,1,fold,10994.01623659072,3520.296945765855,7473.719290824865,0.8066378066378066,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2023/24,3:1,3,1,fold,14353.07340149289,3743.8126655918904,10609.260735901,0.8715728715728716,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2023/24,5:1,5,1,fold,19932.839634212978,3096.723279307459,16836.116354905516,0.924963924963925,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2023/24,10:1,10,1,fold,36443.47645623839,1221.2182993755696,35222.25815686282,0.9711399711399712,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2024/25,2:1,2,1,fold,13008.927220675396,6958.618317556411,6050.308903118986,0.7085137085137085,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2024/25,3:1,3,1,fold,15867.983895612713,7545.434553333545,8322.54934227917,0.7821067821067821,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2024/25,5:1,5,1,fold,19947.09777877163,8589.47759045724,11357.62018831439,0.8484848484848485,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,2024/25,10:1,10,1,fold,27058.411135385602,10696.312868792822,16362.09826659278,0.898989898989899,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,POOLED,2:1,2,1,pooled,94687.01311505737,60168.42659978233,34518.58651527504,0.6791726791726792,198,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,POOLED,3:1,3,1,pooled,118823.3636856416,70985.4780205692,47837.8856650724,0.7496392496392497,198,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,POOLED,5:1,5,1,pooled,159776.92289848663,90221.47620586329,69555.44669262334,0.8172198172198172,198,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,3,POOLED,10:1,10,1,pooled,245366.17392909928,122065.6605903379,123300.5133387614,0.8787878787878788,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2018/19,2:1,2,1,fold,10988.344868730801,4222.56663902398,6765.778229706821,0.7215007215007215,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2018/19,3:1,3,1,fold,13262.071035562527,4756.249748085619,8505.821287476909,0.7936507936507936,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2018/19,5:1,5,1,fold,16823.681324615114,4962.24502370928,11861.436300905836,0.8672438672438673,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2018/19,10:1,10,1,fold,21009.45824005586,3943.0351294762377,17066.423110579624,0.9292929292929293,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2019/20,2:1,2,1,fold,7638.426600016736,1517.2386100435951,6121.187989973142,0.86002886002886,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2019/20,3:1,3,1,fold,10059.704223249457,1403.8752264978414,8655.828996751616,0.9163059163059163,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2019/20,5:1,5,1,fold,13337.604007287879,1740.099495663858,11597.504511624022,0.948051948051948,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2019/20,10:1,10,1,fold,17962.59116397124,2068.0143451303443,15894.576818840895,0.963924963924964,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2021/22,2:1,2,1,fold,21283.5633424742,14850.797641200135,6432.765701274066,0.5829725829725829,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2021/22,3:1,3,1,fold,28328.128339005034,20851.84450734384,7476.283831661191,0.6349206349206349,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2021/22,5:1,5,1,fold,41148.83481043618,32086.354827831008,9062.47998260517,0.6984126984126984,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2021/22,10:1,10,1,fold,69098.47661614587,57502.43012488739,11596.04649125848,0.7734487734487735,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2022/23,2:1,2,1,fold,25631.582577005785,22897.635857684727,2733.9467193210617,0.46176046176046176,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2022/23,3:1,3,1,fold,29299.845161926816,22399.79197423366,6900.053187693154,0.5988455988455988,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2022/23,5:1,5,1,fold,38811.20529895199,28134.93246229686,10676.272836655135,0.7041847041847041,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2022/23,10:1,10,1,fold,57669.32667626715,32218.35171290346,25450.97496336369,0.8297258297258298,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2023/24,2:1,2,1,fold,12468.7295976551,2232.2657738104035,10236.463823844697,0.84992784992785,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2023/24,3:1,3,1,fold,17248.058446992465,1443.8729043972426,15804.18554259522,0.9292929292929293,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2023/24,5:1,5,1,fold,23186.885441334576,1091.7510500231049,22095.13439131147,0.9624819624819625,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2023/24,10:1,10,1,fold,31930.669961147745,984.938029010055,30945.731932137693,0.9855699855699855,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2024/25,2:1,2,1,fold,16358.58456014284,10332.737037198878,6025.847522943961,0.6911976911976911,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2024/25,3:1,3,1,fold,20371.241391318683,12751.403866543093,7619.837524775587,0.7258297258297258,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2024/25,5:1,5,1,fold,25815.2785784663,15684.719998151302,10130.558580315,0.7950937950937951,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,2024/25,10:1,10,1,fold,34583.90037109141,20217.995861605,14365.904509486412,0.8715728715728716,33,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,POOLED,2:1,2,1,pooled,94369.23154602546,56053.241558961716,38315.989987063746,0.6945646945646946,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,POOLED,3:1,3,1,pooled,118569.04859805496,63607.03822710129,54962.01037095367,0.7664742664742664,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,POOLED,5:1,5,1,pooled,159123.48946109205,83700.1028576754,75423.38660341664,0.8292448292448292,198,21
Sweden-CV-multihorizon,MEx-EpiGNN-SE,3,POOLED,10:1,10,1,pooled,232254.42302867927,116934.76520301247,115319.65782566679,0.8922558922558923,198,21
Sweden-CV-multihorizon,Persistence,3,2018/19,2:1,2,1,fold,12158.830402948111,7036.218530784647,5122.611872163465,0.7142857142857143,33,21
Sweden-CV-multihorizon,Persistence,3,2018/19,3:1,3,1,fold,15593.161189898898,6204.95745515082,9388.203734748078,0.7893217893217893,33,21
Sweden-CV-multihorizon,Persistence,3,2018/19,5:1,5,1,fold,20073.573358631707,5651.406773661071,14422.166584970637,0.873015873015873,33,21
Sweden-CV-multihorizon,Persistence,3,2018/19,10:1,10,1,fold,26379.253928525843,5552.529198343871,20826.724730181973,0.9292929292929293,33,21
Sweden-CV-multihorizon,Persistence,3,2019/20,2:1,2,1,fold,8179.772453933032,3871.049840411398,4308.722613521633,0.7113997113997114,33,21
Sweden-CV-multihorizon,Persistence,3,2019/20,3:1,3,1,fold,10221.223067069626,3617.943903295036,6603.27916377459,0.8066378066378066,33,21
Sweden-CV-multihorizon,Persistence,3,2019/20,5:1,5,1,fold,13882.109337326281,2108.3978637535893,11773.711473572692,0.9177489177489178,33,21
Sweden-CV-multihorizon,Persistence,3,2019/20,10:1,10,1,fold,19411.919451762937,1992.5184366642175,17419.40101509872,0.9653679653679653,33,21
Sweden-CV-multihorizon,Persistence,3,2021/22,2:1,2,1,fold,23440.31147988283,15431.404587251876,8008.906892630957,0.6277056277056277,33,21
Sweden-CV-multihorizon,Persistence,3,2021/22,3:1,3,1,fold,31001.732694228394,20883.937650223816,10117.79504400458,0.7316017316017316,33,21
Sweden-CV-multihorizon,Persistence,3,2021/22,5:1,5,1,fold,44515.21627559308,31780.210004476423,12735.006271116654,0.7950937950937951,33,21
Sweden-CV-multihorizon,Persistence,3,2021/22,10:1,10,1,fold,73683.69895077417,57305.68248721582,16378.016463558362,0.8311688311688312,33,21
Sweden-CV-multihorizon,Persistence,3,2022/23,2:1,2,1,fold,27873.239468243635,24488.332313693158,3384.9071545504758,0.5396825396825397,33,21
Sweden-CV-multihorizon,Persistence,3,2022/23,3:1,3,1,fold,37620.54294755418,31871.66057111733,5748.882376436857,0.6536796536796536,33,21
Sweden-CV-multihorizon,Persistence,3,2022/23,5:1,5,1,fold,49971.931982482434,36593.75148487411,13378.180497608326,0.772005772005772,33,21
Sweden-CV-multihorizon,Persistence,3,2022/23,10:1,10,1,fold,73525.72254659855,40049.54796486125,33476.17458173729,0.8759018759018758,33,21
Sweden-CV-multihorizon,Persistence,3,2023/24,2:1,2,1,fold,14939.432431637553,8979.862131343883,5959.570300293668,0.7070707070707071,33,21
Sweden-CV-multihorizon,Persistence,3,2023/24,3:1,3,1,fold,20346.241333588765,9942.488945666646,10403.752387922115,0.7878787878787878,33,21
Sweden-CV-multihorizon,Persistence,3,2023/24,5:1,5,1,fold,28073.46926582537,9816.530964436206,18256.938301389167,0.886002886002886,33,21
Sweden-CV-multihorizon,Persistence,3,2023/24,10:1,10,1,fold,44865.703886967225,4236.079650412681,40629.62423655455,0.961038961038961,33,21
Sweden-CV-multihorizon,Persistence,3,2024/25,2:1,2,1,fold,21436.801312335203,16886.548900656097,4550.252411679107,0.6017316017316018,33,21
Sweden-CV-multihorizon,Persistence,3,2024/25,3:1,3,1,fold,28620.115431022037,22693.539707604577,5926.575723417456,0.6507936507936508,33,21
Sweden-CV-multihorizon,Persistence,3,2024/25,5:1,5,1,fold,38052.203015857114,27625.643621702846,10426.559394154272,0.7402597402597403,33,21
Sweden-CV-multihorizon,Persistence,3,2024/25,10:1,10,1,fold,53226.119366531595,30929.07747325343,22297.041893278165,0.8585858585858586,33,21
Sweden-CV-multihorizon,Persistence,3,POOLED,2:1,2,1,pooled,108028.38754898036,76693.41630414105,31334.971244839304,0.6503126503126503,198,21
Sweden-CV-multihorizon,Persistence,3,POOLED,3:1,3,1,pooled,143403.01666336192,95214.5282330582,48188.488430303674,0.7366522366522367,198,21
Sweden-CV-multihorizon,Persistence,3,POOLED,5:1,5,1,pooled,194568.50323571597,113575.94071290424,80992.56252281176,0.8306878306878307,198,21
Sweden-CV-multihorizon,Persistence,3,POOLED,10:1,10,1,pooled,291092.4181311603,140065.43521075125,151026.98292040906,0.9035594035594036,198,21
Sweden-CV-multihorizon,SeasonalNaive,3,2018/19,2:1,2,1,fold,27952.621952361413,1148.5888565653804,26804.033095796036,0.8816738816738817,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2018/19,3:1,3,1,fold,33311.30663985266,1265.9125191684925,32045.39412068417,0.9206349206349206,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2018/19,5:1,5,1,fold,40516.61104023127,1125.7133626299928,39390.89767760127,0.9653679653679653,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2018/19,10:1,10,1,fold,47945.12264320708,1539.0594340733246,46406.06320913376,0.9754689754689755,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2019/20,2:1,2,1,fold,8199.315180847583,2896.994784011163,5302.32039683642,0.7821067821067821,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2019/20,3:1,3,1,fold,10684.61874914885,3169.819682810874,7514.799066337977,0.8455988455988456,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2019/20,5:1,5,1,fold,13785.293491221259,3717.222210224806,10068.071280996453,0.8874458874458875,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2019/20,10:1,10,1,fold,18975.104262685913,5206.546363936402,13768.55789874951,0.9321789321789322,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2021/22,2:1,2,1,fold,25434.70358155321,25169.85971804772,264.8438635054915,0.3593073593073593,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2021/22,3:1,3,1,fold,37423.405567324575,36909.756850061334,513.6487172632402,0.4025974025974026,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2021/22,5:1,5,1,fold,60449.389922252274,59422.646106575194,1026.7438156770834,0.44155844155844154,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2021/22,10:1,10,1,fold,113429.54659590118,111694.5468027854,1734.999793115795,0.5382395382395382,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2022/23,2:1,2,1,fold,61315.88888888888,33602.11111111111,27713.777777777774,0.46176046176046176,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2022/23,3:1,3,1,fold,76774.5,41563.5,35211.0,0.5093795093795094,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2022/23,5:1,5,1,fold,130986.83333333333,49509.16666666666,81477.66666666669,0.6637806637806638,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2022/23,10:1,10,1,fold,229292.81818181791,63386.36363636365,165906.45454545424,0.7647907647907648,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2023/24,2:1,2,1,fold,33539.36641807972,1644.05388529437,31895.312532785356,0.9062049062049062,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2023/24,3:1,3,1,fold,39822.93254993932,612.4351031904553,39210.497446748865,0.9595959595959596,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2023/24,5:1,5,1,fold,49089.97693556918,345.4669175665692,48744.51001800261,0.9826839826839827,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2023/24,10:1,10,1,fold,56966.36301649008,497.0955723396572,56469.26744415043,0.98989898989899,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2024/25,2:1,2,1,fold,32607.562743909977,27831.03105553902,4776.53168837096,0.5137085137085137,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2024/25,3:1,3,1,fold,44155.869795727755,38267.85969173433,5888.010103993421,0.5512265512265512,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2024/25,5:1,5,1,fold,65311.98358140883,57844.154731071,7467.828850337831,0.5901875901875901,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,2024/25,10:1,10,1,fold,107405.3341208109,96808.2612615821,10597.0728592288,0.6522366522366523,33,21
Sweden-CV-multihorizon,SeasonalNaive,3,POOLED,2:1,2,1,pooled,189049.4587656408,92292.63941056875,96756.81935507203,0.6507936507936508,198,21
Sweden-CV-multihorizon,SeasonalNaive,3,POOLED,3:1,3,1,pooled,242172.63330199316,121789.2838469655,120383.34945502767,0.6981721981721982,198,21
Sweden-CV-multihorizon,SeasonalNaive,3,POOLED,5:1,5,1,pooled,360140.08830401616,171964.3699947342,188175.71830928192,0.7551707551707552,198,21
Sweden-CV-multihorizon,SeasonalNaive,3,POOLED,10:1,10,1,pooled,574014.2888209131,279131.87307108054,294882.4157498325,0.8088023088023089,198,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2018/19,2:1,2,1,fold,11336.260564676373,4567.421852412436,6768.838712263938,0.70995670995671,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2018/19,3:1,3,1,fold,14648.450071707084,5345.832713629827,9302.617358077256,0.7647907647907648,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2018/19,5:1,5,1,fold,19155.386646261508,6769.482412867087,12385.90423339442,0.8326118326118326,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2018/19,10:1,10,1,fold,26600.216258036962,10028.60823517102,16571.60802286594,0.8787878787878788,33,21
Sweden-CV-multihorizon,MEx-ColaGNN-SE,4,2019/20,2:1,2,1,fold,7575.224915727015,1666.928403951773,5908.296511775242,0.8210678210678211,33,21
